#AAEOE00,Platts Senipah FOB Indonesia Spore,20190611,57.420000,
#AAFEX00,Platts Gasoil .05%S (500ppm) FOB Spore Cargo,20190611,72.860000,
#AAFEZ00,Platts Gasoil .05% (500ppm) FOB Arab Gulf Cargo,20190611,71.090000,
#AAGXJ00,Platts Urals Rotterdam vs Med Dtd Strip,20190611,-1.640000,
#AAGXX00,Platts Ural Med Differential,20190611,-1.280000,
#AAHPL00,Platts CPC Blend CIF Augusta vs Med Dtd Strip,20190611,-2.050000,
#AAHZF00,Platts Oman Blend Mo02,20190611,59.950000,
#AAHZH00,Platts Oman Blend Mo03,20190611,59.350000,
#AAJUS00,Platts ULSD 10ppmS FOB ARA Barge,20190611,559.250000,
#AAKWL00,Platts Heavy Naphtha USGC cargo,20150331,150.630000,
#AALPG00,Platts Naphtha USGC barge,20190611,128.380000,
#AALPI00,Platts Heavy Naphtha USGC barge,20190611,131.380000,
#AAMGV00,Platts Gasoline RBOB NY Barge,20190611,176.830000,
#AAOFV00,Platts CPC Blend FOB Afra,20190611,59.770000,
#AAOVC00,Platts Gasoil .001%S (10ppm) FOB Spore Cargo,20190611,73.570000,
#AAOVQ00,Platts LNG Japan/Korea DES Spot Crg,20190611,4.350000,
#AAPKH00,Platts Naphtha FOB Arab Gulf vs MOPAG Naphtha,20190611,8.250000,
#AAPSU00,Platts LNG Japan/Korea DES Spot Crg Half-Mo 01,20190611,4.350000,
#AAPSV00,Platts LNG Japan/Korea DES Spot Crg Half-Mo 02,20190611,4.350000,
#AAPSW00,Platts LNG Japan/Korea DES Spot Crg Half-Mo 03,20190611,4.550000,
#AAPXA00,Platts LNG Japan/Korea DES Spot Crg Half-Mo 04,20190611,4.782000,
#AASGJ00,Platts Gasoil .005% (50ppm) FOB Arab Gulf Cargo,20190611,71.290000,
#AAUSA00,Platts LNG Dampier Australia-Japan/Korea Freight Cost $/MMBtu,20190611,0.500000,
#AAVBG00,Platts ULSD 10ppmS CIF NWE Cargo,20190611,563.000000,
#AAVKS00,Platts Gasoline RBOB NY Cargo,20190611,178.330000,
#AAWYZ00,Platts ULSD 10ppmS CIF Med Cargo,20190611,565.500000,
#AAXJP00,Platts Naphtha Cargo FOB US Gulf Coast,20190611,128.630000,
#ACABA00,Platts LNG Gladstone-Japan/Korea Freight Cost $/MMBtu,20190611,0.510000,
#fxJPYUSDBOJ,Japanese Yen vs. United States Dollar (Tokyo-Mitsubishi UFJ Bank),20190611,108.510000,
